habitat,predator.species,predator.mass.kg,prey.species,prey.mass.kg,predation.trait,trait.value,trait.unit,references,meta.analysis
freshwater,Perca flavescens,0.00400951,Artemia spp. nauplii,7.2011e-07,handling.time,0.847095007712882,s,Miller_et_al.1992,Li_et_al.2018
freshwater,Perca flavescens,0.000120193,Artemia spp. nauplii,7.2011e-07,handling.time,74.4606767870989,s,Miller_et_al.1992,Li_et_al.2018
freshwater,Perca flavescens,0.000335266,Artemia spp. nauplii,7.2011e-07,handling.time,12.2203943287694,s,Miller_et_al.1992,Li_et_al.2018
marine,Oncorhynchus gorbuscha,0.0449752,Musca domestica,7.34494e-07,handling.time,6.64137321814447,s,Moss_and_Beauchamp.2007,Li_et_al.2018
marine,Oncorhynchus keta,0.0469708,Americamysis bahia,7.34494e-07,handling.time,7.1033694361555,s,Moss_and_Beauchamp.2007,Li_et_al.2018
marine,Oncorhynchus gorbuscha,0.0434592,Tisbi sp.,2.29882e-10,handling.time,652508.352111246,s,Moss_and_Beauchamp.2007,Li_et_al.2018
marine,Oncorhynchus gorbuscha,0.00380972,Tisbi sp.,2.69563e-10,handling.time,79493.6846765317,s,Moss_and_Beauchamp.2007,Li_et_al.2018
marine,Oncorhynchus keta,0.0485592,Tisbi sp.,2.29882e-10,handling.time,68685.1601885498,s,Moss_and_Beauchamp.2007,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,8.12754e-08,handling.time,213559.124996533,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,2.50945e-08,handling.time,41279.6686218065,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,2.50945e-08,handling.time,93583.7614544567,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,1.22189e-07,handling.time,214189.250640925,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,2.82214e-05,Daphnia pulex,2.50945e-08,handling.time,158832.035488579,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,8.12754e-08,handling.time,97002.8850217812,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,8.12754e-08,handling.time,97002.8850217812,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,2.82214e-05,Daphnia pulex,4.89795e-08,handling.time,249789.931522881,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,8.12754e-08,handling.time,196553.967330525,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,1.71891e-07,handling.time,216211.283550957,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,2.50945e-08,handling.time,54924.192916844,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,2.82214e-05,Daphnia pulex,8.12754e-08,handling.time,494043.058100686,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,4.89795e-08,handling.time,176528.05232704,s,Spitze.1985,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,2.50945e-08,handling.time,179475.793506024,s,Spitze.1985,Li_et_al.2018
marine,Crangon septemspinosa,0.00440791,Pseudopleuronectes americanus,0.000335266,handling.time,8.59019955259758,s,Taylor_and_Collie.2003,Li_et_al.2018
freshwater,Ischnura elegans,0.000150371,Daphnia magna,3.83276e-07,handling.time,38547.7033279483,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,8.62286e-08,handling.time,48095.320387426,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,1.25965e-05,Daphnia magna,4.89795e-08,handling.time,264600.474957892,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,3.83276e-07,handling.time,66951.3106441343,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,2.49285e-05,Daphnia magna,8.62286e-08,handling.time,122242.452200748,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.22189e-07,handling.time,41011.8753085112,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,5.03738e-05,Daphnia magna,8.62286e-08,handling.time,95189.1154955912,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,2.49285e-05,Daphnia magna,2.30525e-07,handling.time,88451.9878232827,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,5.03738e-05,Daphnia magna,4.89795e-08,handling.time,97020.0484132545,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,0.000150371,Daphnia magna,8.62286e-08,handling.time,25049.6914851918,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,2.49285e-05,Daphnia magna,1.22189e-07,handling.time,112429.134619439,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,0.000150371,Daphnia magna,2.30525e-07,handling.time,23986.9739457597,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,5.03738e-05,Daphnia magna,3.83276e-07,handling.time,90169.961868964,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,0.000150371,Daphnia magna,4.89795e-08,handling.time,28224.0384693915,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,4.89795e-08,handling.time,56448.0769387831,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,0.000150371,Daphnia magna,1.22189e-07,handling.time,25455.6511419504,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,2.30525e-07,handling.time,41227.5758486672,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,1.25965e-05,Daphnia magna,8.62286e-08,handling.time,197391.736038829,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,5.03738e-05,Daphnia magna,1.22189e-07,handling.time,93337.3488116126,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,5.03738e-05,Daphnia magna,2.30525e-07,handling.time,70087.0254860924,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,1.25965e-05,Daphnia magna,1.22189e-07,handling.time,197988.260921215,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,2.49285e-05,Daphnia magna,4.89795e-08,handling.time,135827.938687861,s,Thompson.1975,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.744e-07,handling.time,13296.8750747949,s,Thompson.1978,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.744e-07,handling.time,14393.7327522779,s,Thompson.1978,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.744e-07,handling.time,135412.119527693,s,Thompson.1978,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.744e-07,handling.time,24630.9825602397,s,Thompson.1978,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.744e-07,handling.time,11834.4257423489,s,Thompson.1978,Li_et_al.2018
freshwater,Ischnura elegans,8.84079e-05,Daphnia magna,1.744e-07,handling.time,49858.2231566318,s,Thompson.1978,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Cyclops vernalis,4.0095e-08,handling.time,50230.3307799488,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,4.0095e-08,handling.time,45946.4055161746,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia pulex,1.71891e-07,handling.time,98694.2350513825,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia rosea,4.0095e-08,handling.time,63638.0389713776,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia rosea,9.39467e-08,handling.time,41747.5592557281,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Daphnia rosea,1.71891e-07,handling.time,43193.1356589053,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Diaptomus birgei,4.0095e-08,handling.time,56087.2489340746,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Diaptomus leptopus,1.71891e-07,handling.time,66705.8837214312,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Holopedium gibberum,4.0095e-08,handling.time,235463.507878499,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Holopedium gibberum,1.71891e-07,handling.time,159539.075470716,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Chaoborus americanus,8.16465e-05,Moina hutchinsoni,4.0095e-08,handling.time,118023.129180282,s,Vinyard_and_Menger.1980,Li_et_al.2018
freshwater,Gymnocephalus cernuus,0.0138,Chaoborus obscuripes,6.361e-06,capture.probability,0.874,dimensionless,Bergman.1987,NA
freshwater,Gymnocephalus cernuus,0.0138,Chaoborus obscuripes,6.361e-06,capture.probability,0.9,dimensionless,Bergman.1987,NA
freshwater,Gymnocephalus cernuus,0.0138,Chaoborus obscuripes,6.361e-06,capture.probability,0.86,dimensionless,Bergman.1987,NA
freshwater,Gymnocephalus cernuus,0.0138,Chaoborus obscuripes,6.361e-06,capture.probability,0.922,dimensionless,Bergman.1987,NA
freshwater,Perca fluviatilis,0.0169,Chaoborus obscuripes,6.361e-06,capture.probability,1,dimensionless,Bergman.1987,NA
freshwater,Perca fluviatilis,0.0169,Chaoborus obscuripes,6.361e-06,capture.probability,1,dimensionless,Bergman.1987,NA
freshwater,Perca fluviatilis,0.0169,Chaoborus obscuripes,6.361e-06,capture.probability,0.993,dimensionless,Bergman.1987,NA
freshwater,Perca fluviatilis,0.0169,Chaoborus obscuripes,6.361e-06,capture.probability,0.996,dimensionless,Bergman.1987,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,1.52816788375701e-05,capture.probability,0.926808,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,1.52816788375701e-05,capture.probability,0.808402,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,4.5491227868764e-06,capture.probability,0.883908,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,4.5491227868764e-06,capture.probability,0.793868,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,1.52816788375701e-05,capture.probability,0.893169,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,1.52816788375701e-05,capture.probability,0.930863,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Pleuronectes platessa,4.71787567752487e-06,capture.probability,0.95707,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Pleuronectes platessa,4.71787567752487e-06,capture.probability,0.963527,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,4.49941243206862e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,4.49941243206862e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,4.49941243206862e-06,capture.probability,0.889,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,4.49941243206862e-06,capture.probability,0.871,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,1.77636722758639e-06,capture.probability,0.5,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,1.77636722758639e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Pleuronectes platessa,2.78477642590755e-06,capture.probability,0.938,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Pleuronectes platessa,2.78477642590755e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,9.210853443847e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,9.210853443847e-06,capture.probability,0.9,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,1.13736247673712e-05,capture.probability,0.857,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,1.13736247673712e-05,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,1.38849442335763e-05,capture.probability,0.818,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,1.38849442335763e-05,capture.probability,0.929,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,3.28793205456149e-05,capture.probability,0.938,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Clupea harengus,3.28793205456149e-05,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Pleuronectes platessa,4.14610293059657e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Gadus morhua,0.0181052437,Pleuronectes platessa,4.14610293059657e-06,capture.probability,1,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,1.13736247673712e-05,capture.probability,0.917,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,1.13736247673712e-05,capture.probability,0.857,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,1.38849442335763e-05,capture.probability,0.929,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,1.38849442335763e-05,capture.probability,0.611,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,3.28793205456149e-05,capture.probability,0.833,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Clupea harengus,3.28793205456149e-05,capture.probability,0.867,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,2.78477642590755e-06,capture.probability,0.929,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,2.78477642590755e-06,capture.probability,0.767,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,5.92540803684743e-06,capture.probability,0.9,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0131170572,Pleuronectes platessa,5.92540803684743e-06,capture.probability,0.5,dimensionless,Fuiman_and_Batty.1994,NA
marine,Clupea harengus,0.0031281905,Clupea harengus,4.86556558032983e-06,capture.probability,0.668992,dimensionless,Fuiman.1991,NA
marine,Clupea harengus,0.0031281905,Clupea harengus,4.86556558032983e-06,capture.probability,0.277497,dimensionless,Fuiman.1991,NA
marine,Clupea harengus,0.0063082748,Clupea harengus,4.86556558032983e-06,capture.probability,0.383723,dimensionless,Fuiman.1991,NA
marine,Clupea harengus,0.0063082748,Clupea harengus,4.86556558032983e-06,capture.probability,0.771735,dimensionless,Fuiman.1991,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0.079,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0.013,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0.44,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0.11,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Rutilus rutilus,0.0109,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
freshwater,Perca fluviatilis,0.0291,Chaoborus obscuripes,3.9e-06,capture.probability,0,dimensionless,Persson.1986,NA
marine,Crangon septemspinosa,0.0015122416,Pseudopleuronectes americanus,1.3577859966866e-05,capture.probability,0.0887,dimensionless,Taylor_and_Collie.2003,NA
marine,Crangon septemspinosa,0.0015122416,Pseudopleuronectes americanus,1.3577859966866e-05,capture.probability,0.2149,dimensionless,Taylor_and_Collie.2003,NA
marine,Crangon septemspinosa,0.0015122416,Pseudopleuronectes americanus,1.3577859966866e-05,capture.probability,0.1347,dimensionless,Taylor_and_Collie.2003,NA
marine,Crangon septemspinosa,0.0015122416,Pseudopleuronectes americanus,1.3577859966866e-05,capture.probability,0.2189,dimensionless,Taylor_and_Collie.2003,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0.499,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0.6,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0.716,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0.667,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0.754,dimensionless,Yocom_and_Rdsall.1974,NA
freshwater,Perca flavescens,0.0124,Coregonus clupeaformis,0.00014,capture.probability,0.907,dimensionless,Yocom_and_Rdsall.1974,NA
